gender,age,age_o,d_age,race,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,met,decision,match
male,27,23,4,European/Caucasian-American,1,7,1,Science,15.38,17.31,19.23,19.23,11.54,17.31,2,8,4,4,7,2,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,7,8,7,8,7,5,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,6,0,1,0
male,27,31,4,European/Caucasian-American,0,7,1,Science,14.58,16.67,20.83,18.75,16.67,12.5,2,8,8,7,8,5,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,5,10,8,7,5,5,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,7,0,0,0
male,27,23,4,European/Caucasian-American,1,7,1,Science,17.31,13.46,17.31,19.23,19.23,13.46,3,8,8,9,4,5,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,10,10,10,10,8,8,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,8,0,1,0
male,27,25,2,European/Caucasian-American,0,7,1,Science,11.54,13.46,19.23,19.23,19.23,17.31,5,5,10,5,5,5,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,8,9,9,9,9,9,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,7,0,1,0
male,27,28,1,European/Caucasian-American,0,7,1,Science,13.04,21.74,17.39,17.39,15.22,15.22,5,6,7,8,7,5,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,6,9,9,8,7,6,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,6,0,1,0
male,27,29,2,European/Caucasian-American,1,7,1,Science,20,15.56,20,15.56,11.11,17.78,1,1,1,1,1,1,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,8,9,9,9,9,8,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,8,0,1,0
male,27,28,1,European/Caucasian-American,1,7,1,Science,16.36,16.36,18.18,18.18,16.36,14.55,4,9,10,7,10,6,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,9,8,9,9,9,9,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,7,0,1,0
male,27,27,0,European/Caucasian-American,0,7,1,Science,14.29,18.37,18.37,16.33,18.37,14.29,6,7,8,7,8,7,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,9,8,9,9,9,9,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,7,0,1,0
male,27,25,2,European/Caucasian-American,0,7,1,Science,15.52,17.24,17.24,17.24,17.24,15.52,6,8,9,7,7,7,7.5,17.5,20,22.5,12.5,20,5,10,9,9,10,9,9,9,9,9,9,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,2,2,8,0,1,0
male,26,24,2,European/Caucasian-American,1,8,1,Science,16,16,20,16,18,14,8,8,10,7,10,9,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,3,9,9,4,7,6,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,6,0,0,0
male,26,27,1,European/Caucasian-American,1,8,1,Science,15.38,19.23,19.23,19.23,13.46,13.46,9,6,10,7,9,6,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,6,5,9,4,6,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,7,1,1,1
male,26,25,1,European/Caucasian-American,0,8,1,Science,17.65,17.65,17.65,15.69,15.69,15.69,6,8,7,6,7,9,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,4,7,8,5,4,6,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,7,0,0,0
male,26,24,2,European/Caucasian-American,0,8,1,Science,14,18,20,18,16,14,8,9,9,7,9,4,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,7,7,9,7,7,7,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,7,0,1,1
male,26,23,3,European/Caucasian-American,0,8,1,Science,15.38,19.23,17.31,19.23,9.62,19.23,6,5,7,5,5,6,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,3,7,6,3,5,3,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,4,0,0,0
male,26,30,4,European/Caucasian-American,1,8,1,Science,17.5,17.5,20,12.5,20,12.5,9,9,9,8,9,8,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,9,6,7,5,6,7,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,8,0,1,1
male,26,25,1,European/Caucasian-American,1,8,1,Science,13.21,18.87,18.87,16.98,16.98,15.09,8,10,10,8,10,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,7,7,7,5,7,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,7,0,1,1
male,26,25,1,European/Caucasian-American,1,8,1,Science,15.38,17.31,17.31,17.31,17.31,15.38,7,8,10,7,9,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,5,7,6,5,4,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,6,0,0,0
male,26,22,4,European/Caucasian-American,1,8,1,Science,15.38,19.23,19.23,19.23,15.38,11.54,9,8,9,8,10,7,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,5,7,9,6,8,7,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,6,0,1,1
male,26,22,4,European/Caucasian-American,1,8,1,Science,16,20,18,20,18,8,10,7,9,10,10,7,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,6,8,9,6,9,8,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,7,0,1,0
male,26,26,0,European/Caucasian-American,1,8,1,Science,19.61,15.69,17.65,15.69,17.65,13.73,9,8,10,8,10,7,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,4,6,7,7,7,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,6,0,0,0
male,26,23,3,European/Caucasian-American,1,8,1,Science,15.38,17.31,19.23,19.23,11.54,17.31,10,10,10,7,9,6,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,5,6,5,4,5,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,5,0,0,0
male,26,31,5,European/Caucasian-American,0,8,1,Science,14.58,16.67,20.83,18.75,16.67,12.5,9,5,9,6,6,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,3,7,7,5,5,4,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,5,0,0,0
male,26,23,3,European/Caucasian-American,1,8,1,Science,17.31,13.46,17.31,19.23,19.23,13.46,7,8,10,7,9,7,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,9,7,6,8,6,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,9,0,1,0
male,26,25,1,European/Caucasian-American,0,8,1,Science,11.54,13.46,19.23,19.23,19.23,17.31,6,8,8,8,8,8,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,7,8,8,9,8,7,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,8,0,1,1
male,26,28,2,European/Caucasian-American,0,8,1,Science,13.04,21.74,17.39,17.39,15.22,15.22,6,6,9,7,9,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,4,7,7,5,5,5,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,5,0,0,0
male,26,29,3,European/Caucasian-American,1,8,1,Science,20,15.56,20,15.56,11.11,17.78,9,7,9,1,7,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,4,7,7,6,5,6,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,5,0,0,0
male,26,28,2,European/Caucasian-American,1,8,1,Science,16.36,16.36,18.18,18.18,16.36,14.55,5,7,9,5,9,4,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,6,6,6,3,5,4,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,5,0,1,0
male,26,27,1,European/Caucasian-American,0,8,1,Science,14.29,18.37,18.37,16.33,18.37,14.29,7,10,10,7,10,5,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,6,10,8,8,6,6,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,8,0,1,1
male,26,25,1,European/Caucasian-American,0,8,1,Science,15.52,17.24,17.24,17.24,17.24,15.52,8,8,9,8,10,8,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,7,6,7,5,6,6,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,2,2,6,0,1,1
male,24,24,0,European/Caucasian-American,1,9,5,Science,16,16,20,16,18,14,8,9,10,7,10,7,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,2,6,4,5,4,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,3,0,0,0
male,24,27,3,European/Caucasian-American,1,9,5,Science,15.38,19.23,19.23,19.23,13.46,13.46,6,10,10,5,9,6,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,7,7,5,6,6,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,6,0,1,0
male,24,25,1,European/Caucasian-American,0,9,5,Science,17.65,17.65,17.65,15.69,15.69,15.69,2,3,3,2,7,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,2,5,4,3,6,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,2,0,0,0
male,24,24,0,European/Caucasian-American,0,9,5,Science,14,18,20,18,16,14,7,8,7,6,8,3,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,3,3,4,4,4,3,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,2,0,0,0
male,24,23,1,European/Caucasian-American,0,9,5,Science,15.38,19.23,17.31,19.23,9.62,19.23,5,4,5,5,4,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,3,7,5,3,4,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,3,0,0,0
male,24,30,6,European/Caucasian-American,1,9,5,Science,17.5,17.5,20,12.5,20,12.5,4,9,9,4,9,4,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,4,4,6,6,6,5,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,1,0,0
male,24,25,1,European/Caucasian-American,1,9,5,Science,13.21,18.87,18.87,16.98,16.98,15.09,6,7,9,5,9,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,7,6,7,6,6,6,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,6,0,1,0
male,24,25,1,European/Caucasian-American,1,9,5,Science,15.38,17.31,17.31,17.31,17.31,15.38,2,8,8,1,7,1,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,6,6,5,5,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,0,0
male,24,22,2,European/Caucasian-American,1,9,5,Science,15.38,19.23,19.23,19.23,15.38,11.54,6,8,9,6,8,7,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,6,8,5,5,6,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,0
male,24,22,2,European/Caucasian-American,1,9,5,Science,16,20,18,20,18,8,7,5,10,7,10,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,6,8,6,6,6,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,0
male,24,26,2,European/Caucasian-American,1,9,5,Science,19.61,15.69,17.65,15.69,17.65,13.73,5,7,9,5,9,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,5,5,6,6,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,0
male,24,23,1,European/Caucasian-American,1,9,5,Science,15.38,17.31,19.23,19.23,11.54,17.31,5,8,8,6,6,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,6,7,6,6,7,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,6,0,1,0
male,24,31,7,European/Caucasian-American,0,9,5,Science,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,5,7,8,5,6,5,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,1
male,24,23,1,European/Caucasian-American,1,9,5,Science,17.31,13.46,17.31,19.23,19.23,13.46,6,9,8,6,8,3,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,5,6,7,6,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,6,0,1,0
male,24,25,1,European/Caucasian-American,0,9,5,Science,11.54,13.46,19.23,19.23,19.23,17.31,5,8,10,8,8,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,7,6,6,8,7,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,0
male,24,28,4,European/Caucasian-American,0,9,5,Science,13.04,21.74,17.39,17.39,15.22,15.22,5,7,5,7,7,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,3,4,5,5,4,1,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,2,0,0,0
male,24,29,5,European/Caucasian-American,1,9,5,Science,20,15.56,20,15.56,11.11,17.78,6,10,8,7,7,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,4,4,6,5,5,5,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,0,0
male,24,28,4,European/Caucasian-American,1,9,5,Science,16.36,16.36,18.18,18.18,16.36,14.55,3,7,10,3,10,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,5,5,4,5,4,4,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,4,0,0,0
male,24,27,3,European/Caucasian-American,0,9,5,Science,14.29,18.37,18.37,16.33,18.37,14.29,6,7,7,6,8,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,5,6,6,6,5,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,0,0
male,24,25,1,European/Caucasian-American,0,9,5,Science,15.52,17.24,17.24,17.24,17.24,15.52,7,8,9,6,9,5,20.51,5.13,23.08,12.82,17.95,20.51,7,6,3,10,10,6,6,6,5,6,5,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,2,2,5,0,1,0
male,26,24,2,European/Caucasian-American,1,1,1,Business,16,16,20,16,18,14,8,9,8,7,8,6,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,3,7,8,3,4,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,5,0,0,0
male,26,27,1,European/Caucasian-American,1,1,1,Business,15.38,19.23,19.23,19.23,13.46,13.46,9,10,9,9,8,9,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,7,8,7,7,4,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,0,1,0
male,26,25,1,European/Caucasian-American,0,1,1,Business,17.65,17.65,17.65,15.69,15.69,15.69,6,7,7,7,7,8,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,8,7,7,5,5,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,0,1,1
male,26,24,2,European/Caucasian-American,0,1,1,Business,14,18,20,18,16,14,7,7,8,6,7,4,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,6,8,6,5,5,6,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,0,1,0
male,26,23,3,European/Caucasian-American,0,1,1,Business,15.38,19.23,17.31,19.23,9.62,19.23,5,4,5,4,4,4,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,3,6,5,5,5,3,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,4,0,0,0
male,26,30,4,European/Caucasian-American,1,1,1,Business,17.5,17.5,20,12.5,20,12.5,9,10,10,10,9,10,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,6,6,6,6,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,0,1,1
male,26,25,1,European/Caucasian-American,1,1,1,Business,13.21,18.87,18.87,16.98,16.98,15.09,7,9,8,8,8,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,7,7,7,7,7,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,1,1,0
male,26,25,1,European/Caucasian-American,1,1,1,Business,15.38,17.31,17.31,17.31,17.31,15.38,7,7,8,7,7,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,5,8,6,5,5,6,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,0,0,0
male,26,22,4,European/Caucasian-American,1,1,1,Business,15.38,19.23,19.23,19.23,15.38,11.54,8,8,9,7,8,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,4,7,7,5,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,1,0,0
male,26,22,4,European/Caucasian-American,1,1,1,Business,16,20,18,20,18,8,8,6,9,8,8,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,7,7,7,7,6,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,0,1,0
male,26,26,0,European/Caucasian-American,1,1,1,Business,19.61,15.69,17.65,15.69,17.65,13.73,7,8,9,8,8,8,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,6,6,8,6,7,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,0,1,0
male,26,23,3,European/Caucasian-American,1,1,1,Business,15.38,17.31,19.23,19.23,11.54,17.31,6,6,6,6,6,6,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,8,7,7,6,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,0,1,0
male,26,31,5,European/Caucasian-American,0,1,1,Business,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,5,6,6,5,5,6,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,5,1,0,0
male,26,23,3,European/Caucasian-American,1,1,1,Business,17.31,13.46,17.31,19.23,19.23,13.46,9,9,9,10,9,8,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,8,6,8,9,5,8,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,8,1,1,1
male,26,25,1,European/Caucasian-American,0,1,1,Business,11.54,13.46,19.23,19.23,19.23,17.31,8,9,9,9,9,9,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,7,7,7,7,6,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,1,1,1
male,26,28,2,European/Caucasian-American,0,1,1,Business,13.04,21.74,17.39,17.39,15.22,15.22,6,5,8,7,7,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,5,7,6,5,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,5,1,0,0
male,26,29,3,European/Caucasian-American,1,1,1,Business,20,15.56,20,15.56,11.11,17.78,9,8,5,7,7,5,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,4,7,6,4,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,1,0,0
male,26,28,2,European/Caucasian-American,1,1,1,Business,16.36,16.36,18.18,18.18,16.36,14.55,6,10,9,10,7,7,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,6,5,7,7,5,5,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,6,1,1,1
male,26,27,1,European/Caucasian-American,0,1,1,Business,14.29,18.37,18.37,16.33,18.37,14.29,8,8,9,8,9,6,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,8,8,8,8,6,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,8,0,1,1
male,26,25,1,European/Caucasian-American,0,1,1,Business,15.52,17.24,17.24,17.24,17.24,15.52,8,8,8,8,10,8,16.28,16.28,18.6,16.28,16.28,16.28,7,7,6,9,6,7,6,7,6,5,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,2,2,7,0,1,0
male,25,24,1,Other,0,1,1,Business,16,16,20,16,18,14,6,10,10,9,10,7,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,5,8,8,7,9,0,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,2,0,0,0
male,25,27,2,Other,0,1,1,Business,15.38,19.23,19.23,19.23,13.46,13.46,5,10,9,8,9,6,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,8,9,10,8,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,25,0,Other,0,1,1,Business,17.65,17.65,17.65,15.69,15.69,15.69,4,4,3,3,3,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,10,10,10,9,9,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,24,1,Other,1,1,1,Business,14,18,20,18,16,14,7,7,7,7,7,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,8,7,8,9,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,23,2,Other,0,1,1,Business,15.38,19.23,17.31,19.23,9.62,19.23,3,2,8,4,5,4,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,8,8,9,8,8,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,7,0,0,0
male,25,30,5,Other,0,1,1,Business,17.5,17.5,20,12.5,20,12.5,2,10,8,10,8,7,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,6,7,6,7,2,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,2,0,0,0
male,25,25,0,Other,0,1,1,Business,13.21,18.87,18.87,16.98,16.98,15.09,6,10,9,7,8,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,9,9,8,9,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,25,0,Other,0,1,1,Business,15.38,17.31,17.31,17.31,17.31,15.38,3,8,8,3,8,3,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,10,10,10,10,10,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,10,0,1,0
male,25,22,3,Other,0,1,1,Business,15.38,19.23,19.23,19.23,15.38,11.54,5,9,9,7,8,4,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,8,8,8,8,8,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,8,0,1,0
male,25,22,3,Other,0,1,1,Business,16,20,18,20,18,8,3,9,9,7,9,6,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,9,9,8,8,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,26,1,Other,0,1,1,Business,19.61,15.69,17.65,15.69,17.65,13.73,4,7,9,6,8,8,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,7,8,8,8,10,7,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,8,0,0,0
male,25,23,2,Other,0,1,1,Business,15.38,17.31,19.23,19.23,11.54,17.31,8,8,8,7,6,6,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,8,10,10,10,10,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,10,0,1,1
male,25,31,6,Other,0,1,1,Business,14.58,16.67,20.83,18.75,16.67,12.5,9,10,10,10,9,9,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,10,10,10,10,10,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,10,1,1,1
male,25,23,2,Other,0,1,1,Business,17.31,13.46,17.31,19.23,19.23,13.46,7,9,10,10,9,7,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,10,9,10,10,9,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,25,0,Other,0,1,1,Business,11.54,13.46,19.23,19.23,19.23,17.31,5,10,10,9,9,9,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,9,9,10,9,8,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,8,0,1,1
male,25,28,3,Other,0,1,1,Business,13.04,21.74,17.39,17.39,15.22,15.22,5,7,6,8,7,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,9,9,9,9,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,1,0
male,25,29,4,Other,0,1,1,Business,20,15.56,20,15.56,11.11,17.78,5,10,10,7,9,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,9,9,9,9,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,10,0,1,0
male,25,28,3,Other,0,1,1,Business,16.36,16.36,18.18,18.18,16.36,14.55,6,10,10,6,10,10,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,10,10,10,10,10,10,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,10,1,1,0
male,25,27,2,Other,0,1,1,Business,14.29,18.37,18.37,16.33,18.37,14.29,6,6,7,6,6,5,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,6,8,9,9,8,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,9,0,0,0
male,25,25,0,Other,0,1,1,Business,15.52,17.24,17.24,17.24,17.24,15.52,6,7,7,7,7,7,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,9,10,9,9,9,9,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,2,18,8,0,1,0
